id,date_of_journey,mobile_number,adult_count,child_count,proceed_status,created_at,updated_at,fktrain_number,fksource_code,fkdestination_code,fkboarding_at,fkcoach_type,fkreservation_type,pnr,pnr_status,fkpassengerdata,fkpassengerdata_rac,seat_sequence_number,seat_status,current_seat_status,updated_seat_status,createdat,updatedat,coach,berth,fk_seatsondate_sl,seat_number,seat_status_copy,fkbookingdata,p_name,p_age,p_gender,preferred_berth,is_child,is_senior,is_adult,base_fare,cancellation_status,refund_amount
328734,2025-11-04,9452287010,1,0,true,Sat Nov 01 2025 12:33:58 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:33:58 GMT+0530 (India Standard Time),8097,5481,6732,5481,8,9,PNR001463,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,111076,Revathi,34,F,,false,false,true,837,false,
87090,2025-11-04,7331112787,2,0,true,Sat Nov 01 2025 06:29:20 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:29:20 GMT+0530 (India Standard Time),681,2989,5823,2989,1,1,PNR001461,CNF,,,,CNF,1A3/20/UB,1A3/20/UB,,,,,,,,29503,Snehal,80,F,,false,true,false,3402.5,false,
154310,2025-11-04,8224771753,3,0,true,Sat Nov 01 2025 08:07:03 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:07:03 GMT+0530 (India Standard Time),1045,7778,7399,7778,4,1,PNR001466,CNF,,,,CNF,EC1/9/LB,EC1/9/LB,,,,,,,,52181,Pallavi,53,F,,false,true,false,207,false,
164498,2025-11-04,7519985459,4,1,true,Sat Nov 01 2025 08:21:52 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:21:52 GMT+0530 (India Standard Time),695,7778,3531,7778,1,1,PNR001482,CNF,,,,CNF,1A2/19/LB,1A2/19/LB,,,,,,,,55648,Bhavana,6,F,,false,false,true,2150,false,
112652,2025-11-04,8517841142,6,0,true,Sat Nov 01 2025 07:06:37 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:06:37 GMT+0530 (India Standard Time),464,7848,2141,7848,3,9,PNR001467,CNF,,,,CNF,B1/5/MB,B1/5/MB,,,,,,,,38118,Vikas,58,M,,false,false,true,1085,false,
14867,2025-11-04,8507196778,1,0,true,Fri Oct 31 2025 21:27:54 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:27:54 GMT+0530 (India Standard Time),7396,7361,8520,7361,3,1,PNR001531,CNF,,,,CNF,B2/26/MB,B2/26/MB,,,,,,,,5025,Omkar,29,M,,false,false,true,727.5,false,
329415,2025-11-04,8220795059,4,0,true,Sat Nov 01 2025 12:35:09 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:35:09 GMT+0530 (India Standard Time),8220,7981,5791,7981,8,9,PNR001461,CNF,,,,CNF,EC1/5/WS,EC1/5/WS,,,,,,,,111310,Padma,71,F,,false,true,false,982.5,false,
297615,2025-11-04,7130183000,1,0,true,Sat Nov 01 2025 11:41:22 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:41:22 GMT+0530 (India Standard Time),8116,5844,2044,5844,8,5,PNR001437,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,100573,Suma,54,F,,false,true,false,306,false,
222622,2025-11-04,7633530191,3,1,false,Sat Nov 01 2025 09:47:39 GMT+0530 (India Standard Time),Sat Nov 01 2025 09:47:39 GMT+0530 (India Standard Time),6683,5690,4290,5690,5,9,,,,,,,,,,,,,,,,75300,Soumya,25,F,,false,false,true,1484,false,
338549,2025-11-04,9965774607,5,0,true,Sat Nov 01 2025 12:50:33 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:50:33 GMT+0530 (India Standard Time),6961,1313,4275,1313,4,9,PNR001476,CNF,,,,CNF,EC1/9/LB,EC1/9/LB,,,,,,,,114344,Pradeep,41,M,,false,false,true,1744,false,
529946,2025-11-04,9997450959,3,0,true,Mon Nov 03 2025 08:15:27 GMT+0530 (India Standard Time),Mon Nov 03 2025 08:15:27 GMT+0530 (India Standard Time),8277,1770,5791,1770,8,4,PNR001493,CNF,,,,CNF,EC1/19/AS,EC1/19/AS,,,,,,,,178809,Krishna,22,M,,false,false,true,1314500,false,
106231,2025-11-04,8114252491,6,0,true,Sat Nov 01 2025 06:57:22 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:57:22 GMT+0530 (India Standard Time),1765,7083,6967,7083,10,9,PNR001461,CNF,,,,CNF,2s2/31/WS,2s2/31/WS,,,,,,,,35950,Pavan,48,M,,false,false,true,278,false,
455206,2025-11-04,8420508900,6,0,false,Mon Nov 03 2025 06:05:21 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:05:21 GMT+0530 (India Standard Time),6683,7296,4945,7296,5,4,,,,,,,,,,,,,,,,153618,Soumya,76,F,,false,true,false,1444600,false,
66242,2025-11-04,8979611062,3,0,true,Fri Oct 31 2025 22:51:08 GMT+0530 (India Standard Time),Fri Oct 31 2025 22:51:08 GMT+0530 (India Standard Time),7470,4881,5259,4881,4,9,PNR001519,CNF,,,,CNF,EC1/9/LB,EC1/9/LB,,,,,,,,22400,Nandini,37,F,,false,false,true,2092,false,
119834,2025-11-04,6932182773,4,0,true,Sat Nov 01 2025 07:17:05 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:17:05 GMT+0530 (India Standard Time),7395,117,356,117,9,9,PNR001470,CNF,119834,,20,CNF,SL1/20/LB,SL1/20/LB,Sat Nov 01 2025 07:17:05 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:17:05 GMT+0530 (India Standard Time),SL1,LB,24741,20,CNF,40568,Jitendra,49,M,,false,false,true,590,false,
26534,2025-11-04,9402747767,3,0,true,Fri Oct 31 2025 21:46:51 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:46:51 GMT+0530 (India Standard Time),8194,417,303,417,8,9,PNR001524,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,8953,Isha,57,F,,false,true,false,552,false,
590254,2025-11-04,9995302369,5,0,true,Mon Nov 03 2025 21:40:34 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:40:34 GMT+0530 (India Standard Time),8195,2058,6490,2058,8,3,PNR001474,CNF,,,,CNF,EC1/7/AS,EC1/7/AS,,,,,,,,199238,Sangeetha,69,F,,false,true,false,1122350,false,
281577,2025-11-04,7904569190,6,0,true,Sat Nov 01 2025 11:16:42 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:16:42 GMT+0530 (India Standard Time),8162,6490,918,6490,8,1,PNR001467,CNF,,,,CNF,EC1/5/WS,EC1/5/WS,,,,,,,,95173,Pavithra,65,F,,false,true,false,441,false,
307999,2025-11-04,6535503776,6,0,true,Sat Nov 01 2025 11:57:45 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:57:45 GMT+0530 (India Standard Time),6833,353,7283,353,10,9,PNR001473,CNF,,,,CNF,2s2/19/WS,2s2/19/WS,,,,,,,,104035,Priya,14,F,,false,false,true,118.5,false,
418475,2025-11-04,9909249323,6,0,true,Sat Nov 01 2025 22:55:40 GMT+0530 (India Standard Time),Sat Nov 01 2025 22:55:40 GMT+0530 (India Standard Time),7429,6006,4751,6006,4,9,PNR001471,CNF,,,,CNF,EC1/1/LB,EC1/1/LB,,,,,,,,141202,Varun,20,M,,false,false,true,522,false,
84893,2025-11-04,8815995293,2,0,true,Sat Nov 01 2025 06:25:46 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:25:46 GMT+0530 (India Standard Time),7448,52,7910,52,3,5,PNR001484,CNF,,,,CNF,B1/6/UB,B1/6/UB,,,,,,,,28749,Swathi,39,F,,false,false,true,570,false,
264902,2025-11-04,6483273658,3,0,true,Sat Nov 01 2025 10:51:16 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:51:16 GMT+0530 (India Standard Time),6783,2974,833,2974,4,9,PNR001468,CNF,,,,CNF,EC1/9/LB,EC1/9/LB,,,,,,,,89630,Basant,32,M,,false,false,true,500,false,
182642,2025-11-04,6714965887,5,0,true,Sat Nov 01 2025 08:48:21 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:48:21 GMT+0530 (India Standard Time),6708,783,1106,783,8,9,PNR001486,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,61747,Sumitra,69,F,,false,true,false,405,false,
495318,2025-11-04,6768197869,6,0,true,Mon Nov 03 2025 07:14:50 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:14:50 GMT+0530 (India Standard Time),8121,4185,8783,4185,8,1,PNR001488,CNF,,,,CNF,EC3/40/WS,EC3/40/WS,,,,,,,,167166,Monika,8,F,,false,false,true,1347,false,
536367,2025-11-04,7448697117,5,0,true,Mon Nov 03 2025 20:00:41 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:00:41 GMT+0530 (India Standard Time),1731,5035,8093,5035,9,1,PNR001466,CNF,536367,,704,CNF,SL10/56/SU,SL10/56/SU,Mon Nov 03 2025 20:00:42 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:00:42 GMT+0530 (India Standard Time),SL10,SU,55762,56,CNF,180937,Ashok,41,M,,false,false,true,201,false,
264422,2025-11-04,9418322232,4,2,true,Sat Nov 01 2025 10:50:29 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:50:29 GMT+0530 (India Standard Time),463,428,7479,428,10,1,PNR001447,CNF,,,,CNF,D5/83/MS,D5/83/MS,,,,,,,,89464,Bhavana,3,F,,true,false,true,128,false,
341404,2025-11-04,8713326997,4,0,true,Sat Nov 01 2025 12:55:26 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:55:26 GMT+0530 (India Standard Time),6962,6510,1191,6510,2,1,PNR001478,CNF,,,,,,,,,,,,,,115283,Rohan,64,M,,false,true,false,1623,false,
599143,2025-11-04,8440113840,5,0,true,Mon Nov 03 2025 22:00:27 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:00:27 GMT+0530 (India Standard Time),7591,1986,4882,1986,9,3,PNR001450,CNF,599143,,39,CNF,SL1/39/SL,SL1/39/SL,Mon Nov 03 2025 22:00:27 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:00:27 GMT+0530 (India Standard Time),SL1,SL,70721,39,CNF,202288,Harendra,48,M,,false,false,true,262250,false,
615652,2025-11-04,9770518703,5,1,true,Mon Nov 03 2025 22:37:11 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:37:11 GMT+0530 (India Standard Time),1649,2792,7546,2792,10,3,PNR001467,CNF,,,,CNF,2s1/86/MS,2s1/86/MS,,,,,,,,207872,Lakshmi,59,F,,false,true,false,201.5250,false,
79071,2025-11-04,6607397991,6,0,true,Sat Nov 01 2025 06:16:28 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:16:28 GMT+0530 (India Standard Time),21,2017,4718,2017,1,1,PNR001482,CNF,,,,CNF,1A1/22/UB,1A1/22/UB,,,,,,,,26785,Tejas,80,M,,false,true,false,785,false,
427601,2025-11-04,9838321634,6,0,true,Sun Nov 02 2025 22:15:56 GMT+0530 (India Standard Time),Sun Nov 02 2025 22:15:56 GMT+0530 (India Standard Time),1180,2742,550,2742,1,1,PNR001471,CNF,,,,CNF,1A3/17/LB,1A3/17/LB,,,,,,,,144278,Meera,64,F,,false,true,false,7475,false,
25270,2025-11-04,6598973131,1,0,true,Fri Oct 31 2025 21:44:46 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:44:46 GMT+0530 (India Standard Time),7397,2545,2644,2545,8,1,PNR001525,CNF,,,,CNF,EC3/42/AS,EC3/42/AS,,,,,,,,8512,Sushma,27,F,,false,false,true,813,false,
573430,2025-11-04,8930853711,3,0,true,Mon Nov 03 2025 21:08:09 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:08:09 GMT+0530 (India Standard Time),906,1956,4734,1956,9,1,PNR001469,CNF,573430,,604,CNF,SL9/28/LB,SL9/28/LB,Mon Nov 03 2025 21:08:09 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:08:09 GMT+0530 (India Standard Time),SL9,LB,36655,28,CNF,193608,Arul,56,M,,false,false,true,216,false,
256551,2025-11-04,8540468409,3,0,true,Sat Nov 01 2025 10:38:04 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:38:04 GMT+0530 (India Standard Time),1282,7860,4973,7860,9,1,PNR001466,CNF,256551,,654,CNF,SL10/6/UB,SL10/6/UB,Sat Nov 01 2025 10:38:04 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:38:04 GMT+0530 (India Standard Time),SL10,UB,44381,6,CNF,86792,Pallavi,12,F,,false,false,true,560,false,
280999,2025-11-04,8732583697,5,0,true,Sat Nov 01 2025 11:15:49 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:15:49 GMT+0530 (India Standard Time),559,3429,4250,3429,9,9,PNR001481,CNF,280999,,30,CNF,SL1/30/UB,SL1/30/UB,Sat Nov 01 2025 11:15:49 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:15:49 GMT+0530 (India Standard Time),SL1,UB,28561,30,CNF,94982,Bhuvana,18,F,,false,false,true,1079,false,
371388,2025-11-04,7340192767,5,1,true,Sat Nov 01 2025 21:34:51 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:34:51 GMT+0530 (India Standard Time),1281,5418,4678,5418,9,1,PNR001464,CNF,371388,,30,CNF,SL1/30/UB,SL1/30/UB,Sat Nov 01 2025 21:34:51 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:34:51 GMT+0530 (India Standard Time),SL1,UB,44320,30,CNF,125341,Prema,61,F,,false,true,false,193.5,false,
75375,2025-11-04,6371371553,4,0,true,Sat Nov 01 2025 06:10:26 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:10:26 GMT+0530 (India Standard Time),531,4225,7072,4225,3,9,PNR001458,CNF,,,,CNF,B1/5/MB,B1/5/MB,,,,,,,,25527,Rajeshwari,57,F,,false,true,false,466.25,false,
420082,2025-11-04,9166945238,1,0,true,Sat Nov 01 2025 22:58:29 GMT+0530 (India Standard Time),Sat Nov 01 2025 22:58:29 GMT+0530 (India Standard Time),7456,1000,2507,1000,9,6,PNR001475,CNF,420082,,16,CNF,SL1/16/SU,SL1/16/SU,Sat Nov 01 2025 22:58:30 GMT+0530 (India Standard Time),Sat Nov 01 2025 22:58:30 GMT+0530 (India Standard Time),SL1,SU,67410,16,CNF,141757,Tanvi,25,F,,false,false,true,186.8,false,
418803,2025-11-04,8563074322,3,0,true,Sat Nov 01 2025 22:56:14 GMT+0530 (India Standard Time),Sat Nov 01 2025 22:56:14 GMT+0530 (India Standard Time),620,8153,3412,8153,1,1,PNR001462,CNF,,,,CNF,1A1/22/UB,1A1/22/UB,,,,,,,,141312,Gaurav,34,M,,false,false,true,1180,false,
508870,2025-11-04,6131930833,4,0,true,Mon Nov 03 2025 07:38:34 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:38:34 GMT+0530 (India Standard Time),6675,5609,975,5609,3,1,PNR001466,CNF,,,,CNF,B2/24/SU,B2/24/SU,,,,,,,,171766,Renu,40,F,,false,false,true,877.5,false,
135359,2025-11-04,8571000866,1,1,true,Sat Nov 01 2025 07:39:51 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:39:51 GMT+0530 (India Standard Time),7543,8535,8195,8535,3,9,PNR001468,CNF,,,,CNF,B1/5/MB,B1/5/MB,,,,,,,,45822,Vikram,3,M,,true,false,true,3502.5,false,
355599,2025-11-04,7297913661,6,0,true,Sat Nov 01 2025 21:08:20 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:08:20 GMT+0530 (India Standard Time),6653,3552,6521,3552,2,1,PNR001466,CNF,,,,,,,,,,,,,,120073,Poonam,76,F,,false,true,false,738,false,
437603,2025-11-04,8114527716,6,0,true,Sun Nov 02 2025 22:33:25 GMT+0530 (India Standard Time),Sun Nov 02 2025 22:33:25 GMT+0530 (India Standard Time),7219,1572,4845,1572,1,1,PNR001462,CNF,,,,CNF,1A4/18/UB,1A4/18/UB,,,,,,,,147655,Sameer,9,M,,false,false,true,3045,false,
612821,2025-11-04,6357398609,6,0,true,Mon Nov 03 2025 22:31:02 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:31:02 GMT+0530 (India Standard Time),8201,6650,5791,6650,8,4,PNR001470,CNF,,,,CNF,EC1/7/AS,EC1/7/AS,,,,,,,,206933,Nandini,70,F,,false,true,false,1905500,false,
201070,2025-11-04,9727050717,1,0,true,Sat Nov 01 2025 09:15:23 GMT+0530 (India Standard Time),Sat Nov 01 2025 09:15:23 GMT+0530 (India Standard Time),8158,8024,5626,8024,8,9,PNR001467,CNF,,,,CNF,EC1/5/WS,EC1/5/WS,,,,,,,,67984,Tushar,51,M,,false,false,true,1035,false,
146465,2025-11-04,7251431546,6,0,true,Sat Nov 01 2025 07:55:46 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:55:46 GMT+0530 (India Standard Time),7276,6735,3241,6735,2,1,PNR001467,CNF,,,,,,,,,,,,,,49547,Tushar,76,M,,false,true,false,753,false,
281150,2025-11-04,8604566856,3,0,true,Sat Nov 01 2025 11:16:04 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:16:04 GMT+0530 (India Standard Time),7215,1156,2392,1156,3,1,PNR001469,CNF,,,,CNF,B1/3/UB,B1/3/UB,,,,,,,,95034,Sowmya,66,F,,false,true,false,595,false,
270865,2025-11-04,8154165130,3,0,true,Sat Nov 01 2025 11:00:13 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:00:13 GMT+0530 (India Standard Time),23,5317,7009,5317,4,9,PNR001442,CNF,,,,CNF,EC1/1/LB,EC1/1/LB,,,,,,,,91592,Abhinav,53,M,,false,false,true,1476,false,
615461,2025-11-04,8941572641,1,0,true,Mon Nov 03 2025 22:36:42 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:36:42 GMT+0530 (India Standard Time),1464,4331,4525,4331,9,1,PNR001470,CNF,615461,,504,CNF,SL7/72/SU,SL7/72/SU,Mon Nov 03 2025 22:36:42 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:36:42 GMT+0530 (India Standard Time),SL7,SU,49005,72,CNF,207801,Meera,46,F,,false,false,true,221,false,
86086,2025-11-04,6576322548,6,0,true,Sat Nov 01 2025 06:27:40 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:27:40 GMT+0530 (India Standard Time),7760,5753,4206,5753,2,1,PNR001469,CNF,,,,,,,,,,,,,,29153,Krishna,76,M,,false,true,false,510,false,
624763,2025-11-04,6139768679,6,0,true,Mon Nov 03 2025 22:57:23 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:57:23 GMT+0530 (India Standard Time),6886,7128,3241,7128,10,3,PNR001488,CNF,,,,CNF,D1/93/AS,D1/93/AS,,,,,,,,210977,Mahima,16,F,,false,false,true,103.5250,false,
13288,2025-11-04,8322383371,6,0,true,Fri Oct 31 2025 21:25:25 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:25:25 GMT+0530 (India Standard Time),6681,4095,6510,4095,8,1,PNR001509,CNF,,,,CNF,EC3/42/AS,EC3/42/AS,,,,,,,,4498,Sagar,45,M,,false,false,true,642,false,
12623,2025-11-04,6302262643,6,0,true,Fri Oct 31 2025 21:24:22 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:24:22 GMT+0530 (India Standard Time),24,7009,52,7009,1,1,PNR001499,CNF,,,,CNF,1A3/20/UB,1A3/20/UB,,,,,,,,4276,Supriya,22,F,,false,false,true,1230,false,
468195,2025-11-04,6276469845,2,0,true,Mon Nov 03 2025 06:27:53 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:27:53 GMT+0530 (India Standard Time),7313,249,8334,249,3,3,PNR001484,CNF,,,,CNF,B1/10/MB,B1/10/MB,,,,,,,,158015,Rohan,20,M,,false,false,true,4055400,false,
455205,2025-11-04,6309114111,5,0,true,Mon Nov 03 2025 06:05:21 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:05:21 GMT+0530 (India Standard Time),2050,260,8641,260,9,4,PNR001445,CNF,455205,,21,CNF,SL1/21/MB,SL1/21/MB,Mon Nov 03 2025 06:05:21 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:05:21 GMT+0530 (India Standard Time),SL1,MB,64047,21,CNF,153617,Deepa,80,F,,false,true,false,203400,false,
533784,2025-11-04,7938539933,4,0,true,Mon Nov 03 2025 19:56:22 GMT+0530 (India Standard Time),Mon Nov 03 2025 19:56:22 GMT+0530 (India Standard Time),7409,2682,2008,2682,1,1,PNR001488,CNF,,,,CNF,1A3/18/UB,1A3/18/UB,,,,,,,,180091,Harendra,8,M,,false,false,true,5910,false,
176537,2025-11-04,8860022564,6,0,true,Sat Nov 01 2025 08:39:32 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:39:32 GMT+0530 (India Standard Time),7091,5508,5768,5508,4,1,PNR001468,CNF,,,,CNF,EC3/36/LB,EC3/36/LB,,,,,,,,59723,Soumya,25,F,,false,false,true,1454,false,
309453,2025-11-04,8443436035,3,0,true,Sat Nov 01 2025 11:59:59 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:59:59 GMT+0530 (India Standard Time),242,7276,8675,7276,4,9,PNR001472,CNF,,,,CNF,EC1/1/LB,EC1/1/LB,,,,,,,,104534,Madhuri,76,F,,false,true,false,274,false,
80542,2025-11-04,6477923948,2,1,true,Sat Nov 01 2025 06:18:46 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:18:46 GMT+0530 (India Standard Time),642,7301,3228,7301,3,1,PNR001486,CNF,,,,CNF,B2/24/SU,B2/24/SU,,,,,,,,27273,Harini,30,F,,false,false,true,500,false,
382714,2025-11-04,7699023408,6,0,false,Sat Nov 01 2025 21:54:05 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:54:05 GMT+0530 (India Standard Time),6685,52,5317,52,5,9,,,,,,,,,,,,,,,,129149,Radha,11,F,,false,false,true,1964,false,
535272,2025-11-04,6723753459,1,0,true,Mon Nov 03 2025 19:58:50 GMT+0530 (India Standard Time),Mon Nov 03 2025 19:58:50 GMT+0530 (India Standard Time),7018,1156,2027,1156,1,1,PNR001483,CNF,,,,CNF,1A2/22/UB,1A2/22/UB,,,,,,,,180575,Ravish,42,M,,false,false,true,7585,false,
363694,2025-11-04,8766891440,5,1,true,Sat Nov 01 2025 21:21:53 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:21:53 GMT+0530 (India Standard Time),7351,1191,928,1191,10,1,PNR001469,CNF,,,,CNF,undefined/undefined/undefined,undefined/undefined/undefined,,,,,,,,122775,Gomathi,33,F,,false,false,true,99,false,
578725,2025-11-04,6303597357,4,1,true,Mon Nov 03 2025 21:17:25 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:17:25 GMT+0530 (India Standard Time),6671,6141,7296,6141,3,3,PNR001470,CNF,,,,CNF,B1/6/UB,B1/6/UB,,,,,,,,195399,Jay,8,M,,false,false,true,5912.5400,false,
46541,2025-11-04,8827766332,3,3,true,Fri Oct 31 2025 22:19:03 GMT+0530 (India Standard Time),Fri Oct 31 2025 22:19:03 GMT+0530 (India Standard Time),421,6873,5890,6873,2,1,PNR001521,CNF,,,,,,,,,,,,,,15707,Tejas,61,M,,false,true,false,904.5,false,
233481,2025-11-04,9840399634,6,0,true,Sat Nov 01 2025 10:03:49 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:03:49 GMT+0530 (India Standard Time),1199,428,1106,428,1,1,PNR001466,CNF,,,,CNF,1A1/21/LB,1A1/21/LB,,,,,,,,78985,Parvathi,32,F,,false,false,true,1015,false,
242399,2025-11-04,9502150082,5,0,true,Sat Nov 01 2025 10:16:53 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:16:53 GMT+0530 (India Standard Time),1346,3886,4573,3886,9,1,PNR001450,CNF,242399,,452,CNF,SL7/20/LB,SL7/20/LB,Sat Nov 01 2025 10:16:53 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:16:53 GMT+0530 (India Standard Time),SL7,LB,45908,20,CNF,81977,Kamal,23,M,,false,false,true,222,false,
490123,2025-11-04,7301145023,3,0,true,Mon Nov 03 2025 07:05:41 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:05:41 GMT+0530 (India Standard Time),1289,5508,8475,5508,1,1,PNR001448,CNF,,,,CNF,1A1/18/UB,1A1/18/UB,,,,,,,,165403,Ramesh,37,M,,false,false,true,1595,false,
620140,2025-11-04,6686854628,3,0,true,Mon Nov 03 2025 22:47:02 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:47:02 GMT+0530 (India Standard Time),6688,5791,4718,5791,5,3,PNR001480,CNF,,,,CNF,EA1/16/W,EA1/16/W,,,,,,,,209400,Suma,14,F,,false,false,true,1248400,false,
417900,2025-11-04,7160809287,2,0,false,Sat Nov 01 2025 22:54:40 GMT+0530 (India Standard Time),Sat Nov 01 2025 22:54:40 GMT+0530 (India Standard Time),6685,1191,1421,1191,5,1,,,,,,,,,,,,,,,,141002,Ambika,43,F,,false,false,true,1448,false,
51599,2025-11-04,7675079763,4,0,true,Fri Oct 31 2025 22:27:14 GMT+0530 (India Standard Time),Fri Oct 31 2025 22:27:14 GMT+0530 (India Standard Time),6688,5791,6357,5791,5,9,PNR001527,CNF,,,,CNF,EA1/8/W,EA1/8/W,,,,,,,,17403,Komal,18,F,,false,false,true,1392,false,
75376,2025-11-04,6371371553,4,0,true,Sat Nov 01 2025 06:10:26 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:10:26 GMT+0530 (India Standard Time),531,4225,7072,4225,3,9,PNR001458,CNF,,,,CNF,B1/4/LB,B1/4/LB,,,,,,,,25527,Bhavana,32,F,,false,false,true,932.5,false,
559535,2025-11-04,9575258432,2,0,true,Mon Nov 03 2025 20:43:01 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:43:01 GMT+0530 (India Standard Time),2191,7635,4095,7635,6,1,PNR001464,CNF,,,,,,,,,,,,,,188856,Sujatha,26,F,,false,false,true,480,false,
520818,2025-11-04,9253823881,5,1,true,Mon Nov 03 2025 07:59:31 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:59:31 GMT+0530 (India Standard Time),7717,2173,6919,2173,10,4,PNR001478,CNF,,,,CNF,2s1/96/WS,2s1/96/WS,,,,,,,,175757,Mamatha,55,F,,false,true,false,125.5400,false,
16938,2025-11-04,7728041478,1,0,true,Fri Oct 31 2025 21:31:12 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:31:12 GMT+0530 (India Standard Time),7420,1639,4940,1639,1,1,PNR001510,CNF,,,,CNF,1A3/20/UB,1A3/20/UB,,,,,,,,5716,Preethi,43,F,,false,false,true,2200,false,
42383,2025-11-04,7757972357,3,1,true,Fri Oct 31 2025 22:12:24 GMT+0530 (India Standard Time),Fri Oct 31 2025 22:12:24 GMT+0530 (India Standard Time),924,99,557,99,2,1,PNR001524,CNF,,,,CNF,A2/28/SU,A2/28/SU,,,,,,,,14294,Ravi,13,M,,false,false,true,1920,false,
204930,2025-11-04,8648737150,5,0,true,Sat Nov 01 2025 09:21:01 GMT+0530 (India Standard Time),Sat Nov 01 2025 09:21:01 GMT+0530 (India Standard Time),7718,6688,6919,6688,10,1,PNR001464,CNF,,,,CNF,D5/86/MS,D5/86/MS,,,,,,,,69277,Neha,38,F,,false,false,true,151.5,false,
520805,2025-11-04,8591238633,6,0,true,Mon Nov 03 2025 07:59:30 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:59:30 GMT+0530 (India Standard Time),1194,4776,1398,4776,1,1,PNR001476,CNF,,,,CNF,1A4/18/UB,1A4/18/UB,,,,,,,,175754,Vinay,22,M,,false,false,true,2005,false,
